kitchen_id,route_code,name
2,RC00008,HAL
2,RC00008,HAL
2,RC00008,HAL
2,RC00014,KADUGODI
2,RC00014,KADUGODI
2,RC00014,KADUGODI
2,RC00014,KADUGODI
2,RC00014,KADUGODI
2,RC00014,KADUGODI
2,RC00011,JYOTHIPURA
2,RC00011,JYOTHIPURA
2,RC00011,JYOTHIPURA
2,RC00014,KADUGODI
2,RC00014,KADUGODI
2,RC00014,KADUGODI
2,RC00032,WHITE FIELD
2,RC00032,WHITE FIELD
2,RC00011,JYOTHIPURA
2,RC00011,JYOTHIPURA
2,RC00011,JYOTHIPURA
2,RC00011,JYOTHIPURA
2,RC00011,JYOTHIPURA
2,RC00011,JYOTHIPURA
2,RC00011,JYOTHIPURA
2,RC00011,JYOTHIPURA
2,RC00011,JYOTHIPURA
2,RC00011,JYOTHIPURA
2,RC00011,JYOTHIPURA
2,RC00011,JYOTHIPURA
2,RC00005,CAUVERI NAGARA
2,RC00005,CAUVERI NAGARA
2,RC00005,CAUVERI NAGARA
2,RC00005,CAUVERI NAGARA
2,RC00005,CAUVERI NAGARA
2,RC00005,CAUVERI NAGARA
2,RC00005,CAUVERI NAGARA
2,RC00005,CAUVERI NAGARA
2,RC00005,CAUVERI NAGARA
2,RC00005,CAUVERI NAGARA
2,RC00005,CAUVERI NAGARA
2,RC00005,CAUVERI NAGARA
2,RC00012,K R PURAM
2,RC00012,K R PURAM
2,RC00005,CAUVERI NAGARA
2,RC00012,K R PURAM
2,RC00005,CAUVERI NAGARA
2,RC00005,CAUVERI NAGARA
2,RC00028,T C PALYA
2,RC00028,T C PALYA
2,RC00028,T C PALYA
2,RC00028,T C PALYA
2,RC00028,T C PALYA
2,RC00004,BHATTARAHALLI
2,RC00004,BHATTARAHALLI
2,RC00004,BHATTARAHALLI
2,RC00004,BHATTARAHALLI
2,RC00004,BHATTARAHALLI
2,RC00004,BHATTARAHALLI
2,RC00004,BHATTARAHALLI
2,RC00004,BHATTARAHALLI
2,RC00004,BHATTARAHALLI
2,RC00004,BHATTARAHALLI
2,RC00004,BHATTARAHALLI
2,RC00004,BHATTARAHALLI
2,RC00026,SINGASANDRA
2,RC00020,PANATHUR
2,RC00020,PANATHUR
2,RC00026,SINGASANDRA
2,RC00028,T C PALYA
2,RC00012,K R PURAM
2,RC00028,T C PALYA
2,RC00028,T C PALYA
2,RC00012,K R PURAM
2,RC00012,K R PURAM
2,RC00028,T C PALYA
2,RC00028,T C PALYA
2,RC00028,T C PALYA
2,RC00012,K R PURAM
2,RC00012,K R PURAM
2,RC00012,K R PURAM
2,RC00014,KADUGODI
2,RC00012,K R PURAM
2,RC00012,K R PURAM
2,RC00014,KADUGODI
2,RC00014,KADUGODI
2,RC00004,BHATTARAHALLI
2,RC00008,HAL
2,RC00008,HAL
2,RC00017,MARATHAHALLI
2,RC00011,JYOTHIPURA
2,RC00014,KADUGODI
2,RC00011,JYOTHIPURA
2,RC00011,JYOTHIPURA
2,RC00028,T C PALYA
2,RC00031,VARTHURU
2,RC00032,WHITE FIELD
2,RC00012,K R PURAM
2,RC00010,J B NAGARA
2,RC00014,KADUGODI
2,RC00008,HAL
2,RC00004,BHATTARAHALLI
2,RC00004,BHATTARAHALLI
2,RC00020,PANATHUR
2,RC00032,WHITE FIELD
2,RC00032,WHITE FIELD
2,RC00010,J B NAGARA
2,RC00004,BHATTARAHALLI
2,RC00004,BHATTARAHALLI
2,RC00032,WHITE FIELD
2,RC00026,SINGASANDRA
2,RC00019,JIGANI
2,RC00019,JIGANI
2,RC00019,JIGANI
2,RC00019,JIGANI
2,RC00019,JIGANI
2,RC00019,JIGANI
2,RC00019,JIGANI
2,RC00019,JIGANI
2,RC00019,JIGANI
2,RC00019,JIGANI
2,RC00019,JIGANI
2,RC00019,JIGANI
2,RC00019,JIGANI
2,RC00019,JIGANI
2,RC00021,PUTTENAHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00009,HAROHALLI
2,RC00031,VARTHURU
2,RC00032,WHITE FIELD
2,RC00016,MAGADI ROAD
2,RC00016,MAGADI ROAD
2,RC00016,MAGADI ROAD
2,RC00016,MAGADI ROAD
2,RC00016,MAGADI ROAD
2,RC00016,MAGADI ROAD
2,RC00016,MAGADI ROAD
2,RC00016,MAGADI ROAD
2,RC00016,MAGADI ROAD
2,RC00016,MAGADI ROAD
2,RC00018,MUDALA PALYA
2,RC00018,MUDALA PALYA
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00018,MUDALA PALYA
2,RC00018,MUDALA PALYA
2,RC00018,MUDALA PALYA
2,RC00018,MUDALA PALYA
2,RC00018,MUDALA PALYA
2,RC00022,RR NAGARA
2,RC00006,AUSTIN TOWN
2,RC00006,AUSTIN TOWN
2,RC00006,AUSTIN TOWN
2,RC00006,AUSTIN TOWN
2,RC00006,AUSTIN TOWN
2,RC00006,AUSTIN TOWN
2,RC00006,AUSTIN TOWN
2,RC00006,AUSTIN TOWN
2,RC00007,ULSOOR
2,RC00007,ULSOOR
2,RC00007,ULSOOR
2,RC00007,ULSOOR
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00001,AKKIPET
2,RC00007,ULSOOR
2,RC00007,ULSOOR
2,RC00007,ULSOOR
2,RC00007,ULSOOR
2,RC00007,ULSOOR
2,RC00007,ULSOOR
2,RC00010,J B NAGARA
2,RC00010,J B NAGARA
2,RC00003,KORAMANGALA
2,RC00003,KORAMANGALA
2,RC00003,KORAMANGALA
2,RC00002,AUDUGODI
2,RC00002,AUDUGODI
2,RC00002,AUDUGODI
2,RC00002,AUDUGODI
2,RC00002,AUDUGODI
2,RC00002,AUDUGODI
2,RC00002,AUDUGODI
2,RC00021,PUTTENAHALLI
2,RC00021,PUTTENAHALLI
2,RC00021,PUTTENAHALLI
2,RC00030,BENDRE NAGARA
2,RC00030,BENDRE NAGARA
2,RC00003,KORAMANGALA
2,RC00003,KORAMANGALA
2,RC00021,PUTTENAHALLI
2,RC00024,MADIVALA
2,RC00023,S S GARDEN
2,RC00023,S S GARDEN
2,RC00023,S S GARDEN
2,RC00001,AKKIPET
2,RC00018,MUDALA PALYA
2,RC00016,MAGADI ROAD
2,RC00018,MUDALA PALYA
2,RC00018,MUDALA PALYA
2,RC00013,K UPA NAGARA
2,RC00017,MARATHAHALLI
2,RC00020,PANATHUR
2,RC00020,PANATHUR
2,RC00010,J B NAGARA
2,RC00003,KORAMANGALA
2,RC00003,KORAMANGALA
2,RC00031,VARTHURU
2,RC00031,VARTHURU
2,RC00032,WHITE FIELD
2,RC00032,WHITE FIELD
2,RC00009,HAROHALLI
2,RC00002,AUDUGODI
2,RC00021,PUTTENAHALLI
2,RC00027,SOMANAHALLI
2,RC00037,BANGALORE UNIVERSITY
2,RC00023,S S GARDEN
2,RC00008,HAL
2,RC00020,PANATHUR
2,RC00016,MAGADI ROAD
2,RC00006,AUSTIN TOWN
2,RC00029,JAYANAGARA
2,RC00003,KORAMANGALA
2,RC00013,K UPA NAGARA
2,RC00008,HAL
2,RC00009,HAROHALLI
2,RC00030,BENDRE NAGARA
2,RC00018,MUDALA PALYA
2,RC00022,RR NAGARA
2,RC00018,MUDALA PALYA
2,RC00009,HAROHALLI
2,RC00002,AUDUGODI
2,RC00020,PANATHUR
